op_id,airport_code,date,total_departures,total_arrivals,cancelled_flights,diverted_flights,avg_dep_delay_min,avg_arr_delay_min,on_time_pct,capacity_utilization_pct,ground_stops,gate_holds,runway_closures
OP0006124,DTW,2023-10-11,647,639,5,2,11.9,16.5,81.9,80.4,0,2,0
OP0006125,DTW,2023-10-12,681,688,8,0,16.8,20.8,68.5,82.1,0,2,0
OP0006126,DTW,2023-10-13,766,756,8,2,5.7,10.1,90.0,80.3,0,1,0
OP0006127,DTW,2023-10-14,769,769,14,3,15.8,19.7,71.6,89.5,0,0,0
OP0006128,DTW,2023-10-15,733,737,10,2,12.6,15.6,79.8,78.1,0,0,0
OP0006129,DTW,2023-10-16,627,624,2,2,6.9,7.9,82.8,84.3,0,0,0
OP0006130,DTW,2023-10-17,723,717,5,2,12.8,17.7,73.7,77.0,0,0,0
OP0006131,DTW,2023-10-18,670,666,5,1,9.9,12.9,76.8,79.3,0,0,0
OP0006132,DTW,2023-10-19,659,661,11,1,8.7,11.4,86.4,80.5,0,1,1
OP0006133,DTW,2023-10-20,718,713,12,1,5.1,9.8,96.7,85.9,0,2,0
OP0006134,DTW,2023-10-21,728,720,7,1,16.2,19.5,70.1,82.0,0,0,0
OP0006135,DTW,2023-10-22,769,776,9,3,5.6,9.9,94.5,79.4,0,2,0
OP0006136,DTW,2023-10-23,679,670,12,2,12.0,15.6,78.7,79.7,0,0,0
OP0006137,DTW,2023-10-24,619,616,4,1,0.4,4.6,99,87.5,0,0,1
OP0006138,DTW,2023-10-25,609,604,8,1,8.1,10.8,85.5,82.4,0,2,0
OP0006139,DTW,2023-10-26,662,653,0,2,14.9,17.0,74.5,89.5,0,2,0
OP0006140,DTW,2023-10-27,705,713,3,1,13.4,17.7,73.3,85.5,0,0,0
OP0006141,DTW,2023-10-28,690,696,7,1,21.2,25.6,58.1,85.9,0,1,0
OP0006142,DTW,2023-10-29,819,824,12,3,9.7,13.8,82.7,85.8,0,0,0
OP0006143,DTW,2023-10-30,679,671,17,1,9.6,14.5,78.9,84.0,0,0,0
OP0006144,DTW,2023-10-31,638,645,0,2,15.0,18.8,73.9,89.9,0,1,0
OP0006145,DTW,2023-11-01,666,658,11,1,18.3,21.1,60.4,85.8,0,0,0
OP0006146,DTW,2023-11-02,648,646,9,1,7.9,10.5,85.7,83.3,0,2,0
OP0006147,DTW,2023-11-03,712,704,16,2,9.9,13.9,76.1,80.5,0,1,0
OP0006148,DTW,2023-11-04,705,715,11,1,17.9,22.7,63.7,84.6,0,0,0
OP0006149,DTW,2023-11-05,705,698,15,3,14.0,15.3,75.4,77.0,0,2,0
OP0006150,DTW,2023-11-06,626,617,11,2,19.1,22.1,60.8,82.6,0,0,0
OP0006151,DTW,2023-11-07,653,650,6,1,21.1,20.9,64.8,77.9,0,0,0
OP0006152,DTW,2023-11-08,643,651,7,2,24.9,25.1,55.5,81.5,0,1,0
OP0006153,DTW,2023-11-09,628,627,10,1,7.8,12.2,88.0,84.3,0,0,0
OP0006154,DTW,2023-11-10,752,743,15,2,13.0,14.5,77.5,83.4,0,0,0
OP0006155,DTW,2023-11-11,766,756,11,1,11.6,16.6,80.8,84.3,0,2,0
OP0006156,DTW,2023-11-12,737,733,18,4,9.3,13.0,84.5,83.0,0,1,0
OP0006157,DTW,2023-11-13,607,603,7,2,7.0,12.6,88.2,85.2,0,0,0
OP0006158,DTW,2023-11-14,716,719,9,2,5.7,7.6,89.0,83.3,0,1,0
OP0006159,DTW,2023-11-15,659,653,9,1,15.1,21.8,70.5,89.4,0,0,0
OP0006160,DTW,2023-11-16,636,639,9,2,13.5,17.3,78.4,82.6,0,0,0
OP0006161,DTW,2023-11-17,684,683,10,3,12.2,15.9,78.5,86.4,0,2,0
OP0006162,DTW,2023-11-18,708,710,4,1,9.1,11.8,82.5,85.2,0,2,0
OP0006163,DTW,2023-11-19,773,782,18,1,4.8,8.9,96.4,80.6,0,0,1
OP0006164,DTW,2023-11-20,717,722,5,1,14.9,20.1,69.2,83.8,0,1,0
OP0006165,DTW,2023-11-21,710,714,13,2,10.3,12.6,86.9,84.5,0,2,0
OP0006166,DTW,2023-11-22,654,649,10,2,13.0,16.5,75.9,83.3,0,1,0
OP0006167,DTW,2023-11-23,687,681,13,2,5.7,10.6,92.9,75.2,0,1,1
OP0006168,DTW,2023-11-24,735,733,11,2,3.0,7.9,96.8,79.0,0,2,0
OP0006169,DTW,2023-11-25,728,732,12,1,8.0,11.4,92.1,81.8,0,0,0
OP0006170,DTW,2023-11-26,712,721,9,2,9.8,13.0,83.5,78.3,0,2,0
OP0006171,DTW,2023-11-27,659,665,14,1,7.0,12.0,88.6,88.2,0,1,0
OP0006172,DTW,2023-11-28,683,687,9,1,6.2,8.1,85.2,81.1,0,2,0
OP0006173,DTW,2023-11-29,698,699,18,2,15.1,22.0,74.8,80.5,0,1,0
OP0006174,DTW,2023-11-30,683,690,8,1,24.8,26.1,57.4,85.8,0,2,0
OP0006175,DTW,2023-12-01,722,721,14,2,25.2,27.9,51.3,85.4,0,3,0
OP0006176,DTW,2023-12-02,725,735,7,1,23.1,21.2,61.5,78.9,0,0,0
OP0006177,DTW,2023-12-03,690,697,10,3,9.2,13.7,85.6,85.2,0,1,1
OP0006178,DTW,2023-12-04,722,728,21,2,6.6,9.1,89.6,86.9,1,0,0
OP0006179,DTW,2023-12-05,731,741,18,2,6.6,11.6,91.6,80.7,0,3,0
OP0006180,DTW,2023-12-06,761,758,17,1,16.6,16.5,69.5,87.7,1,2,0
OP0006181,DTW,2023-12-07,758,754,24,2,16.9,16.3,70.4,86.1,0,0,0
OP0006182,DTW,2023-12-08,679,686,16,1,19.9,21.1,65.6,87.6,0,1,0
OP0006183,DTW,2023-12-09,767,763,10,2,10.1,10.9,79.5,86.7,0,4,0
OP0006184,DTW,2023-12-10,745,754,18,1,17.8,24.4,69.4,79.4,0,0,0
OP0006185,DTW,2023-12-11,705,695,23,2,21.3,28.0,57.9,84.8,0,3,0
OP0006186,DTW,2023-12-12,740,743,16,2,15.1,18.7,67.6,83.3,0,3,0
OP0006187,DTW,2023-12-13,763,759,16,1,22.3,26.1,56.8,79.4,0,0,0
OP0006188,DTW,2023-12-14,730,720,7,1,19.6,25.2,62.8,81.1,1,5,0
OP0006189,DTW,2023-12-15,736,732,12,1,17.5,22.3,66.3,82.3,0,4,0
OP0006190,DTW,2023-12-16,752,753,19,1,13.4,16.2,80.5,85.6,0,5,0
OP0006191,DTW,2023-12-17,716,723,13,1,16.1,18.4,70.7,82.6,0,3,0
OP0006192,DTW,2023-12-18,714,719,9,1,9.2,12.9,83.2,86.6,1,5,0
OP0006193,DTW,2023-12-19,745,735,12,1,14.2,16.4,78.1,81.5,1,3,0
OP0006194,DTW,2023-12-20,700,706,10,1,12.6,16.0,83.0,80.0,1,3,0
OP0006195,DTW,2023-12-21,704,708,18,1,7.5,10.1,82.0,86.3,0,3,0
OP0006196,DTW,2023-12-22,700,694,13,1,10.4,14.6,81.2,84.7,1,0,0
OP0006197,DTW,2023-12-23,756,766,18,1,23.3,29.4,60.4,78.7,0,2,0
OP0006198,DTW,2023-12-24,752,760,9,2,13.5,12.7,77.6,87.0,1,5,0
OP0006199,DTW,2023-12-25,722,715,11,1,22.6,25.8,58.9,81.3,0,0,0
OP0006200,DTW,2023-12-26,720,718,14,2,10.6,14.3,77.2,88.3,0,1,0
OP0006201,DTW,2023-12-27,738,747,11,3,18.9,21.0,66.8,82.4,1,3,0
OP0006202,DTW,2023-12-28,704,702,17,2,11.7,11.8,73.8,81.9,1,4,0
OP0006203,DTW,2023-12-29,700,708,14,1,12.3,19.4,76.1,78.9,0,0,0
OP0006204,DTW,2023-12-30,723,720,15,1,15.0,19.8,77.1,85.3,1,0,0
OP0006205,DTW,2023-12-31,736,726,16,2,23.2,26.7,52.4,82.9,0,5,0
OP0006206,PHL,2023-01-01,635,633,12,1,17.9,21.6,64.2,79.4,1,1,0
OP0006207,PHL,2023-01-02,628,629,5,1,22.5,24.7,56.6,80.5,0,3,0
OP0006208,PHL,2023-01-03,656,649,20,1,18.5,22.7,68.5,78.8,0,5,0
OP0006209,PHL,2023-01-04,626,635,12,3,22.4,27.1,58.8,74.9,0,0,0
OP0006210,PHL,2023-01-05,701,697,9,3,9.0,12.1,89.9,75.4,0,2,0
OP0006211,PHL,2023-01-06,671,665,15,0,7.9,11.8,92.8,79.3,1,2,0
OP0006212,PHL,2023-01-07,743,733,15,1,21.8,25.4,58.1,75.2,1,1,0
OP0006213,PHL,2023-01-08,743,752,21,2,16.3,18.1,75.2,79.9,0,3,0
OP0006214,PHL,2023-01-09,623,631,11,1,14.6,19.3,77.2,79.8,0,2,0
OP0006215,PHL,2023-01-10,701,696,12,2,26.2,31.0,50,75.7,0,1,0
OP0006216,PHL,2023-01-11,608,599,15,0,14.9,19.0,73.2,82.2,0,3,0
OP0006217,PHL,2023-01-12,602,612,10,0,22.3,26.1,60.2,75.3,0,5,0
OP0006218,PHL,2023-01-13,731,721,14,2,14.5,18.1,74.3,76.4,0,3,0
OP0006219,PHL,2023-01-14,737,747,16,2,13.6,20.7,75.4,81.6,0,3,0
OP0006220,PHL,2023-01-15,706,716,13,2,22.1,25.5,56.8,78.5,1,1,0
OP0006221,PHL,2023-01-16,581,577,14,2,21.5,26.1,62.1,77.4,0,4,0
OP0006222,PHL,2023-01-17,616,614,13,0,7.9,8.3,87.2,82.6,0,0,0
OP0006223,PHL,2023-01-18,628,637,7,1,18.6,21.1,65.6,84.6,1,2,0
OP0006224,PHL,2023-01-19,667,669,15,1,15.9,21.5,76.5,79.5,1,5,0
OP0006225,PHL,2023-01-20,683,676,11,2,19.1,20.9,66.3,78.4,0,1,0
OP0006226,PHL,2023-01-21,683,692,11,1,22.0,27.2,60.2,79.4,0,2,0
OP0006227,PHL,2023-01-22,656,649,12,0,26.8,28.2,53.6,81.5,1,1,0
OP0006228,PHL,2023-01-23,581,588,15,1,13.0,16.9,74.9,78.7,0,3,1
OP0006229,PHL,2023-01-24,653,643,13,1,12.5,18.8,77.6,78.0,1,2,0
OP0006230,PHL,2023-01-25,635,625,15,2,14.6,13.9,73.8,77.9,0,5,0
OP0006231,PHL,2023-01-26,639,641,12,2,7.3,10.7,85.7,84.0,0,2,0
OP0006232,PHL,2023-01-27,673,675,13,1,17.0,20.4,69.4,80.6,1,5,0
OP0006233,PHL,2023-01-28,668,668,18,1,12.5,18.4,75.6,78.6,0,0,0
OP0006234,PHL,2023-01-29,689,679,13,2,13.7,13.6,78.3,81.9,0,1,1
OP0006235,PHL,2023-01-30,638,629,13,1,13.5,17.9,74.1,73.5,0,3,0
OP0006236,PHL,2023-01-31,625,621,13,2,23.4,29.4,61.1,84.6,0,5,0
OP0006237,PHL,2023-02-01,611,615,11,0,16.9,18.8,66.8,77.5,0,1,0
OP0006238,PHL,2023-02-02,658,648,12,2,2.9,9.0,92.0,82.2,1,1,0
OP0006239,PHL,2023-02-03,738,742,13,0,14.9,17.3,72.6,79.0,0,3,0
OP0006240,PHL,2023-02-04,710,707,13,2,19.5,22.1,61.4,77.9,0,3,0
OP0006241,PHL,2023-02-05,729,729,16,2,14.0,16.9,73.8,81.0,1,2,0
OP0006242,PHL,2023-02-06,637,628,8,1,13.6,17.0,76.9,82.4,1,5,0
OP0006243,PHL,2023-02-07,637,643,12,1,18.0,21.6,71.3,77.6,1,5,0
OP0006244,PHL,2023-02-08,656,666,11,2,24.0,26.3,57.3,78.1,0,3,0
OP0006245,PHL,2023-02-09,700,697,16,1,12.4,16.0,84.3,80.5,1,0,0
OP0006246,PHL,2023-02-10,781,789,12,2,15.5,19.0,72.0,79.1,1,2,0
OP0006247,PHL,2023-02-11,682,682,16,1,13.7,18.0,74.5,83.5,1,0,0
OP0006248,PHL,2023-02-12,730,722,12,2,7.6,13.4,87.1,79.6,0,0,0
OP0006249,PHL,2023-02-13,597,606,16,1,8.9,12.2,86.4,83.7,0,5,0
OP0006250,PHL,2023-02-14,628,628,14,0,16.8,19.9,64.4,79.6,0,1,0
OP0006251,PHL,2023-02-15,602,604,2,1,20.6,23.2,67.3,84.8,0,0,0
OP0006252,PHL,2023-02-16,639,649,15,1,26.4,31.7,54.6,75.9,0,3,0
OP0006253,PHL,2023-02-17,751,755,16,2,18.7,20.4,67.3,77.9,0,5,0
OP0006254,PHL,2023-02-18,735,726,9,0,14.6,17.6,77.6,75.4,1,4,0
OP0006255,PHL,2023-02-19,714,704,11,1,12.6,15.2,74.2,79.2,0,2,1
OP0006256,PHL,2023-02-20,605,614,6,2,14.3,17.4,76.3,80.6,0,3,0
OP0006257,PHL,2023-02-21,588,579,13,2,21.7,23.6,62.2,85.3,0,3,1
OP0006258,PHL,2023-02-22,632,636,13,2,12.1,18.4,83.1,79.0,0,4,0
OP0006259,PHL,2023-02-23,572,567,11,1,18.6,24.1,63.9,75.2,0,5,0
OP0006260,PHL,2023-02-24,635,643,12,1,14.3,18.4,76.7,82.2,0,2,0
OP0006261,PHL,2023-02-25,675,683,15,2,21.8,24.5,60.8,77.6,1,0,0
OP0006262,PHL,2023-02-26,653,654,8,1,9.5,14.2,82.3,82.0,0,1,0
OP0006263,PHL,2023-02-27,574,578,12,2,21.7,25.7,55.1,75.0,0,3,0
OP0006264,PHL,2023-02-28,621,621,12,2,15.0,20.3,73.5,76.2,0,5,0
OP0006265,PHL,2023-03-01,583,593,5,0,9.5,12.0,83.4,77.0,0,0,0
OP0006266,PHL,2023-03-02,579,575,13,2,11.1,13.2,85.6,75.6,0,2,0
OP0006267,PHL,2023-03-03,738,745,9,2,8.1,9.9,90.7,80.2,0,0,0
OP0006268,PHL,2023-03-04,721,720,8,3,10.3,17.8,81.7,83.2,0,2,0
OP0006269,PHL,2023-03-05,701,707,8,2,11.8,15.1,74.4,73.4,0,1,0
OP0006270,PHL,2023-03-06,619,609,6,1,0,5.0,94.5,75.6,0,2,0
OP0006271,PHL,2023-03-07,678,679,11,2,13.3,15.4,77.1,80.6,0,0,0
OP0006272,PHL,2023-03-08,632,625,10,1,18.8,24.0,61.3,79.1,0,0,0
OP0006273,PHL,2023-03-09,642,633,15,1,10.8,12.3,80.7,85.0,0,1,0
OP0006274,PHL,2023-03-10,643,641,10,1,27.6,25.7,50.0,77.4,0,2,0
OP0006275,PHL,2023-03-11,749,741,16,1,8.6,11.6,80.2,80.3,0,1,0
OP0006276,PHL,2023-03-12,673,667,9,1,16.4,19.6,70.8,74.1,0,2,0
OP0006277,PHL,2023-03-13,604,604,10,1,8.6,8.3,84.9,74.8,0,2,0
OP0006278,PHL,2023-03-14,664,666,18,1,12.3,15.8,75.3,78.4,0,0,0
OP0006279,PHL,2023-03-15,610,617,13,2,10.0,13.8,89.0,80.4,0,2,0
OP0006280,PHL,2023-03-16,639,629,8,1,17.3,19.9,68.4,77.0,0,1,0
OP0006281,PHL,2023-03-17,640,648,8,1,10.5,14.8,77.3,81.0,0,0,0
OP0006282,PHL,2023-03-18,752,755,11,2,14.1,20.4,77.6,80.6,0,2,0
OP0006283,PHL,2023-03-19,750,743,8,2,10.0,14.8,79.1,75.0,0,1,0
OP0006284,PHL,2023-03-20,605,609,9,1,14.6,18.2,70.4,80.0,0,2,0
OP0006285,PHL,2023-03-21,657,665,7,2,17.5,20.9,64.5,79.5,0,1,0
OP0006286,PHL,2023-03-22,669,659,9,2,22.9,28.6,57.1,80.8,0,1,0
OP0006287,PHL,2023-03-23,588,592,12,2,15.4,22.6,67.8,83.4,0,0,0
OP0006288,PHL,2023-03-24,710,718,11,3,17.4,23.2,79.7,79.5,0,2,0
OP0006289,PHL,2023-03-25,633,637,11,3,11.5,13.4,79.7,80.7,0,0,0
OP0006290,PHL,2023-03-26,724,718,19,1,17.6,19.2,68.4,80.8,0,0,0
OP0006291,PHL,2023-03-27,653,650,11,1,11.8,14.5,80.2,78.7,0,0,0
OP0006292,PHL,2023-03-28,582,587,7,1,4.4,7.1,89.6,77.4,0,0,0
OP0006293,PHL,2023-03-29,675,677,16,2,15.6,19.7,71.8,78.4,0,2,0
OP0006294,PHL,2023-03-30,618,609,13,1,13.3,15.3,73.8,80.4,0,0,0
OP0006295,PHL,2023-03-31,660,650,10,2,8.2,11.5,88.6,76.4,0,1,1
OP0006296,PHL,2023-04-01,714,705,8,1,12.9,15.0,74.3,80.2,0,1,0
OP0006297,PHL,2023-04-02,717,708,9,0,8.0,10.2,83.0,79.0,0,0,0
OP0006298,PHL,2023-04-03,638,646,6,1,5.1,5.4,89.8,75.7,0,0,0
OP0006299,PHL,2023-04-04,626,626,12,1,21.4,26.3,62.4,76.8,0,2,0
OP0006300,PHL,2023-04-05,626,618,8,1,4.2,8.2,92.0,79.7,0,0,0
OP0006301,PHL,2023-04-06,610,609,10,0,10.4,15.2,76.7,79.1,0,2,0
OP0006302,PHL,2023-04-07,658,653,7,1,7.9,12.0,86.4,79.4,0,0,0
OP0006303,PHL,2023-04-08,706,710,9,2,12.6,16.5,85.2,85.0,0,2,0
OP0006304,PHL,2023-04-09,679,674,13,3,2.5,6.2,93.2,74.7,0,2,0
OP0006305,PHL,2023-04-10,612,618,11,3,11.3,10.7,82.3,81.0,0,1,0
OP0006306,PHL,2023-04-11,584,591,9,1,17.8,22.0,66.9,79.5,0,0,0
OP0006307,PHL,2023-04-12,678,679,9,1,13.6,15.7,72.0,77.7,0,0,0
OP0006308,PHL,2023-04-13,659,666,11,2,8.3,12.9,85.6,76.0,0,2,1
OP0006309,PHL,2023-04-14,745,749,5,2,7.7,11.4,88.1,78.5,0,0,0
OP0006310,PHL,2023-04-15,677,667,7,1,17.1,20.1,66.3,75.3,0,2,0
OP0006311,PHL,2023-04-16,633,629,3,1,17.6,18.2,65.1,79.3,0,1,0
OP0006312,PHL,2023-04-17,630,623,12,3,20.4,22.4,66.7,79.6,0,2,0
OP0006313,PHL,2023-04-18,614,616,6,1,11.5,17.3,78.6,81.3,0,2,0
OP0006314,PHL,2023-04-19,601,606,9,0,11.2,12.3,81.1,81.0,0,0,0
OP0006315,PHL,2023-04-20,655,658,6,2,11.8,14.0,76.0,77.4,0,0,0
OP0006316,PHL,2023-04-21,649,654,12,1,9.3,11.6,87.6,75.4,0,1,0
OP0006317,PHL,2023-04-22,709,702,8,2,9.7,13.0,90.8,77.2,0,1,0
OP0006318,PHL,2023-04-23,655,645,9,2,6.6,13.0,88.4,76.5,0,1,0
OP0006319,PHL,2023-04-24,670,680,15,1,8.7,14.2,87.1,79.1,0,0,0
OP0006320,PHL,2023-04-25,627,636,8,2,17.1,19.3,69.0,80.8,0,1,0
OP0006321,PHL,2023-04-26,645,655,9,2,12.7,14.2,80.9,80.6,0,0,0
OP0006322,PHL,2023-04-27,568,568,8,1,7.5,10.3,88.6,78.7,0,0,0
OP0006323,PHL,2023-04-28,710,716,11,3,13.8,17.5,73.1,78.7,0,0,1
OP0006324,PHL,2023-04-29,700,697,11,2,18.3,21.8,71.1,78.3,0,2,0
OP0006325,PHL,2023-04-30,741,740,18,2,14.7,18.9,72.7,80.5,0,2,0
OP0006326,PHL,2023-05-01,676,669,4,1,15.3,18.1,69.8,77.4,0,1,0
OP0006327,PHL,2023-05-02,637,639,8,2,11.9,17.8,73.0,68.5,0,0,0
OP0006328,PHL,2023-05-03,640,632,11,2,11.6,10.2,81.1,80.8,0,2,0
OP0006329,PHL,2023-05-04,630,635,12,1,13.0,18.3,75.7,81.7,0,1,0
OP0006330,PHL,2023-05-05,723,714,7,2,11.8,16.7,81.5,77.2,0,1,0
OP0006331,PHL,2023-05-06,700,706,8,2,14.2,17.4,74.3,83.9,0,0,0
OP0006332,PHL,2023-05-07,688,680,7,0,4.1,8.3,89.2,81.4,0,1,0
OP0006333,PHL,2023-05-08,600,604,8,1,9.4,9.1,78.4,75.6,0,2,0
OP0006334,PHL,2023-05-09,647,650,11,2,0.6,2.7,99,77.1,0,1,0
OP0006335,PHL,2023-05-10,626,632,7,1,15.8,24.6,74.2,84.9,0,1,0
OP0006336,PHL,2023-05-11,652,662,11,1,12.4,15.4,76.9,81.3,0,2,0
OP0006337,PHL,2023-05-12,719,724,10,2,19.3,21.4,64.2,77.1,0,1,0
OP0006338,PHL,2023-05-13,673,666,12,2,15.8,20.2,72.7,79.2,0,1,0
OP0006339,PHL,2023-05-14,678,688,11,2,8.7,14.3,82.7,74.7,0,1,0
OP0006340,PHL,2023-05-15,600,609,14,2,6.7,11.3,84.6,79.3,0,1,0
OP0006341,PHL,2023-05-16,660,670,9,2,17.5,23.0,68.4,75.2,0,0,0
OP0006342,PHL,2023-05-17,681,691,8,2,5.8,9.8,88.5,76.1,0,0,0
OP0006343,PHL,2023-05-18,663,654,10,0,13.9,20.1,67.6,79.6,0,1,0
OP0006344,PHL,2023-05-19,708,707,9,2,11.0,15.5,81.5,76.5,0,0,0
OP0006345,PHL,2023-05-20,677,675,7,2,12.7,14.5,79.9,75.4,0,0,0
OP0006346,PHL,2023-05-21,754,756,15,1,12.5,15.5,81.3,80.0,0,2,0
OP0006347,PHL,2023-05-22,628,638,10,2,20.8,21.8,65.7,76.9,0,1,0
OP0006348,PHL,2023-05-23,638,633,10,1,25.5,33.0,58.4,77.4,0,1,0
OP0006349,PHL,2023-05-24,618,616,5,1,9.0,9.1,83.7,76.1,0,1,0
OP0006350,PHL,2023-05-25,634,639,12,2,7.4,9.3,82.2,81.3,0,1,0
OP0006351,PHL,2023-05-26,642,636,10,2,0,3.6,95.9,88.6,0,1,0
OP0006352,PHL,2023-05-27,752,761,12,1,7.7,12.7,90.2,82.7,0,0,0
OP0006353,PHL,2023-05-28,743,733,11,3,4.4,6.7,88.2,82.2,0,1,0
OP0006354,PHL,2023-05-29,593,596,6,1,6.3,9.0,86.1,80.0,0,1,1
OP0006355,PHL,2023-05-30,593,600,11,0,9.8,9.7,84.4,83.6,0,2,0
OP0006356,PHL,2023-05-31,636,628,6,1,11.6,15.6,79.7,77.1,0,0,0
OP0006357,PHL,2023-06-01,663,656,10,2,18.0,23.7,70.4,78.1,0,1,0
OP0006358,PHL,2023-06-02,623,632,15,2,23.5,29.4,63.3,76.2,0,0,0
OP0006359,PHL,2023-06-03,719,718,16,2,11.2,12.1,82.2,78.9,0,0,0
OP0006360,PHL,2023-06-04,713,714,18,2,15.3,17.2,77.7,83.2,0,3,0
OP0006361,PHL,2023-06-05,644,638,7,2,12.4,15.6,79.4,77.7,0,2,0
OP0006362,PHL,2023-06-06,677,678,6,2,23.8,26.4,52.2,82.4,0,1,0
OP0006363,PHL,2023-06-07,654,656,15,1,8.4,9.0,85.3,75.2,0,2,1
OP0006364,PHL,2023-06-08,658,652,10,2,17.4,19.7,69.6,77.9,0,2,0
OP0006365,PHL,2023-06-09,730,740,14,2,16.1,17.8,72.5,77.7,0,4,0
OP0006366,PHL,2023-06-10,694,684,9,1,21.6,24.4,60.1,80.9,0,2,0
OP0006367,PHL,2023-06-11,690,686,10,3,13.0,15.6,81.6,77.3,0,5,0
OP0006368,PHL,2023-06-12,700,706,8,0,11.7,15.4,77.1,81.9,0,3,0
OP0006369,PHL,2023-06-13,712,719,17,2,12.9,15.4,80.6,82.1,0,3,0
OP0006370,PHL,2023-06-14,647,650,14,2,16.3,17.2,74.3,75.4,0,4,0
OP0006371,PHL,2023-06-15,752,748,13,1,3.2,6.2,95.3,81.9,0,5,0
OP0006372,PHL,2023-06-16,758,766,7,2,11.5,14.1,77.7,81.7,0,2,0
OP0006373,PHL,2023-06-17,686,679,10,1,28.7,30.4,50,82.7,0,2,0
OP0006374,PHL,2023-06-18,657,651,9,2,12.7,18.2,76.3,80.4,0,5,0
OP0006375,PHL,2023-06-19,691,683,10,2,19.2,23.4,71.4,75.7,0,1,0
OP0006376,PHL,2023-06-20,712,719,9,2,18.5,25.9,66.4,81.0,0,1,0
OP0006377,PHL,2023-06-21,685,691,15,1,15.0,16.2,76.9,79.7,0,1,0
OP0006378,PHL,2023-06-22,707,701,13,2,21.3,21.9,60.2,79.7,0,1,0
OP0006379,PHL,2023-06-23,700,697,10,2,12.2,13.3,87.1,80.7,0,1,0
OP0006380,PHL,2023-06-24,686,683,21,0,8.8,13.9,81.7,82.5,0,3,0
OP0006381,PHL,2023-06-25,644,638,11,1,18.4,18.2,64.8,77.6,0,2,0
OP0006382,PHL,2023-06-26,718,708,14,2,14.4,14.6,77.3,82.6,0,1,0
OP0006383,PHL,2023-06-27,697,696,14,1,22.0,22.3,57.2,74.4,0,3,0
OP0006384,PHL,2023-06-28,707,699,14,0,19.3,21.7,65.1,80.9,0,2,0
OP0006385,PHL,2023-06-29,653,650,14,1,11.8,13.4,83.4,77.3,0,3,0
OP0006386,PHL,2023-06-30,710,714,10,1,18.9,20.6,70.3,87.5,0,4,0
OP0006387,PHL,2023-07-01,702,707,4,2,8.8,11.9,79.1,77.9,0,1,0
OP0006388,PHL,2023-07-02,697,702,11,1,10.9,15.3,81.8,78.0,0,2,0
OP0006389,PHL,2023-07-03,674,676,17,3,22.8,27.4,63.3,84.2,0,2,1
OP0006390,PHL,2023-07-04,738,747,16,1,12.3,12.8,75.0,82.7,0,1,0
OP0006391,PHL,2023-07-05,719,719,13,0,20.2,23.8,63.1,79.2,0,4,0
OP0006392,PHL,2023-07-06,725,724,8,2,8.4,13.6,86.8,75.2,0,4,0
OP0006393,PHL,2023-07-07,683,691,11,2,10.8,12.9,82.1,80.8,0,3,0
OP0006394,PHL,2023-07-08,686,694,12,2,14.5,17.7,74.8,74.1,0,5,0
OP0006395,PHL,2023-07-09,670,675,12,1,7.6,9.3,88.2,76.6,0,4,0
OP0006396,PHL,2023-07-10,714,718,12,1,10.5,15.8,83.2,79.1,0,1,0
OP0006397,PHL,2023-07-11,663,670,13,1,13.3,13.0,83.0,78.2,0,0,0
OP0006398,PHL,2023-07-12,694,701,11,1,10.9,12.1,79.9,80.7,0,3,0
OP0006399,PHL,2023-07-13,684,688,10,2,20.6,24.0,71.5,80.1,0,0,0
OP0006400,PHL,2023-07-14,669,678,9,2,15.1,21.8,66.8,77.1,0,4,0
OP0006401,PHL,2023-07-15,690,684,18,2,15.8,18.0,75.3,78.5,0,3,0
OP0006402,PHL,2023-07-16,685,686,7,2,5.1,12.1,91.6,75.6,0,5,0
OP0006403,PHL,2023-07-17,716,718,16,3,19.5,23.1,64.0,80.3,0,0,0
OP0006404,PHL,2023-07-18,675,678,12,2,14.6,18.3,76.3,87.2,0,1,0
OP0006405,PHL,2023-07-19,644,654,8,2,1.8,6.3,98.3,77.7,0,0,0
OP0006406,PHL,2023-07-20,633,623,10,2,18.9,23.7,66.6,80.1,0,0,0
OP0006407,PHL,2023-07-21,712,711,7,2,23.4,30.0,61.1,85.1,0,1,0
OP0006408,PHL,2023-07-22,655,665,10,1,14.2,21.1,77.7,80.5,0,5,0
OP0006409,PHL,2023-07-23,725,724,14,2,9.5,11.6,80.3,79.6,0,3,0
OP0006410,PHL,2023-07-24,707,699,10,2,4.9,11.1,96.6,80.1,0,2,0
OP0006411,PHL,2023-07-25,717,722,16,1,13.2,16.9,69.8,83.3,0,5,1
OP0006412,PHL,2023-07-26,678,683,18,2,18.9,22.5,64.8,79.3,0,3,0
OP0006413,PHL,2023-07-27,734,734,11,1,5.9,12.3,94.8,81.9,0,3,0
OP0006414,PHL,2023-07-28,703,713,8,3,7.9,9.3,91.4,79.6,0,3,0
OP0006415,PHL,2023-07-29,696,694,14,1,18.7,21.1,68.3,78.8,0,2,0
OP0006416,PHL,2023-07-30,693,701,15,2,13.1,16.6,75.9,75.5,0,2,0
OP0006417,PHL,2023-07-31,695,685,12,2,4.1,8.3,91.6,77.8,0,1,0
OP0006418,PHL,2023-08-01,627,635,10,0,6.1,11.4,84.4,88.1,0,1,0
OP0006419,PHL,2023-08-02,627,637,5,1,15.4,17.4,73.8,80.2,0,1,0
