weather_id,airport_code,date,hour,condition,temperature_f,wind_speed_mph,visibility_miles,precipitation_inches,humidity_pct,delay_risk_score
WX0015885,MSP,2023-07-04,18,Clear,103,19.5,8.3,0,85,1.48
WX0015886,MSP,2023-07-05,6,Clear,78,23.1,9.3,0,53,1.43
WX0015887,MSP,2023-07-05,12,Thunderstorm,87,20.3,0.5,0.54,43,5.29
WX0015888,MSP,2023-07-05,18,Partly Cloudy,98,5.7,8.8,0,95,1.15
WX0015889,MSP,2023-07-06,6,Partly Cloudy,83,0.9,9.7,0,70,0.95
WX0015890,MSP,2023-07-06,12,Partly Cloudy,100,1.1,8.0,0,40,1.11
WX0015891,MSP,2023-07-06,18,Thunderstorm,97,18.3,0.7,1.43,65,5.06
WX0015892,MSP,2023-07-07,6,Clear,86,5.3,9.7,0,71,0.99
WX0015893,MSP,2023-07-07,12,Thunderstorm,87,21.0,2.2,1.07,67,4.89
WX0015894,MSP,2023-07-07,18,Clear,90,16.8,9.0,0,65,1.33
WX0015895,MSP,2023-07-08,6,Overcast,78,2.3,8.0,0,65,1.27
WX0015896,MSP,2023-07-08,12,Clear,92,2.9,9.5,0,58,0.96
WX0015897,MSP,2023-07-08,18,Clear,88,0.1,9.5,0,46,0.89
WX0015898,MSP,2023-07-09,6,Partly Cloudy,89,0.2,8.1,0,63,1.08
WX0015899,MSP,2023-07-09,12,Overcast,93,2.3,6.1,0,75,1.47
WX0015900,MSP,2023-07-09,18,Clear,76,7.9,9.4,0,78,1.08
WX0015901,MSP,2023-07-10,6,Overcast,92,7.5,5.4,0,31,1.73
WX0015902,MSP,2023-07-10,12,Thunderstorm,81,8.2,2.5,1.01,40,3.8
WX0015903,MSP,2023-07-10,18,Clear,85,23.0,8.4,0,34,1.55
WX0015904,MSP,2023-07-11,6,Overcast,82,21.3,5.6,0,71,2.21
WX0015905,MSP,2023-07-11,12,Overcast,98,1.1,7.8,0,50,1.25
WX0015906,MSP,2023-07-11,18,Heavy Rain,89,14.9,0.9,0.33,86,3.67
WX0015907,MSP,2023-07-12,6,Partly Cloudy,90,13.3,9.4,0,40,1.27
WX0015908,MSP,2023-07-12,12,Partly Cloudy,74,12.2,9.1,0,86,1.28
WX0015909,MSP,2023-07-12,18,Clear,84,11.3,8.2,0,87,1.29
WX0015910,MSP,2023-07-13,6,Partly Cloudy,82,5.2,9.8,0,53,1.04
WX0015911,MSP,2023-07-13,12,Heavy Rain,94,4.5,0.9,1.26,71,2.97
WX0015912,MSP,2023-07-13,18,Thunderstorm,76,19.9,1.3,0.31,72,5.04
WX0015913,MSP,2023-07-14,6,Overcast,88,1.0,8.0,0,79,1.23
WX0015914,MSP,2023-07-14,12,Overcast,86,33.8,5.8,0,42,2.62
WX0015915,MSP,2023-07-14,18,Clear,92,9.1,8.9,0,57,1.16
WX0015916,MSP,2023-07-15,6,Clear,82,9.3,9.2,0,70,1.13
WX0015917,MSP,2023-07-15,12,Overcast,84,3.5,5.8,0,31,1.54
WX0015918,MSP,2023-07-15,18,Thunderstorm,77,1.0,1.4,1.06,87,3.43
WX0015919,MSP,2023-07-16,6,Partly Cloudy,76,3.5,9.1,0,34,1.07
WX0015920,MSP,2023-07-16,12,Clear,93,14.0,8.5,0,87,1.32
WX0015921,MSP,2023-07-16,18,Partly Cloudy,86,8.2,9.8,0,31,1.11
WX0015922,MSP,2023-07-17,6,Light Rain,102,16.2,5.7,0.14,33,2.31
WX0015923,MSP,2023-07-17,12,Clear,94,7.1,9.0,0,70,1.1
WX0015924,MSP,2023-07-17,18,Clear,83,0.5,9.6,0,46,0.9
WX0015925,MSP,2023-07-18,6,Partly Cloudy,75,23.5,9.2,0,50,1.54
WX0015926,MSP,2023-07-18,12,Clear,81,31.7,9.5,0,43,1.6
WX0015927,MSP,2023-07-18,18,Heavy Rain,89,1.3,2.2,1.49,37,2.57
WX0015928,MSP,2023-07-19,6,Thunderstorm,80,5.7,1.9,1.45,38,3.72
WX0015929,MSP,2023-07-19,12,Clear,92,5.1,9.4,0,51,1.02
WX0015930,MSP,2023-07-19,18,Light Rain,88,30.0,5.0,0.17,66,3.02
WX0015931,MSP,2023-07-20,6,Fog,86,3.1,4.8,0.1,35,2.46
WX0015932,MSP,2023-07-20,12,Partly Cloudy,85,15.7,8.3,0,81,1.47
WX0015933,MSP,2023-07-20,18,Overcast,100,3.9,7.1,0,60,1.42
WX0015934,MSP,2023-07-21,6,Partly Cloudy,80,21.9,9.3,0,62,1.49
WX0015935,MSP,2023-07-21,12,Overcast,88,1.2,8.7,0,35,1.16
WX0015936,MSP,2023-07-21,18,Clear,88,12.0,9.0,0,46,1.22
WX0015937,MSP,2023-07-22,6,Overcast,69,13.8,6.7,0,82,1.79
WX0015938,MSP,2023-07-22,12,Partly Cloudy,87,3.8,9.5,0,76,1.03
WX0015939,MSP,2023-07-22,18,Clear,98,9.4,10.0,0,50,1.05
WX0015940,MSP,2023-07-23,6,Overcast,80,22.6,7.1,0,54,2.02
WX0015941,MSP,2023-07-23,12,Clear,83,4.5,8.7,0,46,1.07
WX0015942,MSP,2023-07-23,18,Clear,73,21.6,8.9,0,77,1.45
WX0015943,MSP,2023-07-24,6,Overcast,87,2.9,8.3,0,56,1.25
WX0015944,MSP,2023-07-24,12,Clear,79,14.9,9.7,0,34,1.2
WX0015945,MSP,2023-07-24,18,Thunderstorm,83,3.4,1.5,1.49,87,3.61
WX0015946,MSP,2023-07-25,6,Clear,99,66.3,8.5,0,86,2.6
WX0015947,MSP,2023-07-25,12,Thunderstorm,99,4.3,1.8,1.45,81,3.63
WX0015948,MSP,2023-07-25,18,Heavy Rain,80,9.6,2.3,0.71,77,3.07
WX0015949,MSP,2023-07-26,6,Clear,85,24.1,8.4,0,95,1.58
WX0015950,MSP,2023-07-26,12,Overcast,82,5.8,8.5,0,92,1.32
WX0015951,MSP,2023-07-26,18,Partly Cloudy,81,0.3,9.7,0,71,0.93
WX0015952,MSP,2023-07-27,6,Partly Cloudy,91,4.3,8.2,0,95,1.18
WX0015953,MSP,2023-07-27,12,Clear,85,2.7,10.0,0,68,0.91
WX0015954,MSP,2023-07-27,18,Clear,86,8.3,8.7,0,42,1.16
WX0015955,MSP,2023-07-28,6,Clear,75,11.5,9.4,0,53,1.16
WX0015956,MSP,2023-07-28,12,Overcast,95,18.9,7.2,0,73,1.88
WX0015957,MSP,2023-07-28,18,Thunderstorm,82,3.4,2.2,0.86,79,3.48
WX0015958,MSP,2023-07-29,6,Overcast,78,4.1,7.0,0,90,1.43
WX0015959,MSP,2023-07-29,12,Clear,69,10.2,9.4,0,80,1.13
WX0015960,MSP,2023-07-29,18,Overcast,76,21.4,5.8,0,91,2.18
WX0015961,MSP,2023-07-30,6,Heavy Rain,65,10.9,2.2,1.37,63,3.17
WX0015962,MSP,2023-07-30,12,Thunderstorm,90,8.0,1.5,0.77,79,4.0
WX0015963,MSP,2023-07-30,18,Light Rain,98,37.8,5.7,0.23,39,3.2
WX0015964,MSP,2023-07-31,6,Clear,74,2.8,8.0,0,71,1.09
WX0015965,MSP,2023-07-31,12,Fog,83,38.2,5.5,0.12,62,4.25
WX0015966,MSP,2023-07-31,18,Thunderstorm,84,9.5,1.1,0.32,31,4.21
WX0015967,MSP,2023-08-01,6,Partly Cloudy,82,16.5,9.1,0,65,1.39
WX0015968,MSP,2023-08-01,12,Thunderstorm,88,26.8,2.0,0.81,93,5.41
WX0015969,MSP,2023-08-01,18,Overcast,104,4.4,6.3,0,84,1.52
WX0015970,MSP,2023-08-02,6,Partly Cloudy,84,8.8,8.9,0,54,1.22
WX0015971,MSP,2023-08-02,12,Partly Cloudy,79,8.3,9.9,0,94,1.1
WX0015972,MSP,2023-08-02,18,Overcast,90,12.5,5.9,0,35,1.85
WX0015973,MSP,2023-08-03,6,Heavy Rain,87,5.0,1.7,0.99,43,2.88
WX0015974,MSP,2023-08-03,12,Partly Cloudy,90,3.6,8.5,0,86,1.13
WX0015975,MSP,2023-08-03,18,Overcast,83,14.2,6.4,0,74,1.84
WX0015976,MSP,2023-08-04,6,Partly Cloudy,93,13.8,9.1,0,51,1.32
WX0015977,MSP,2023-08-04,12,Heavy Rain,78,16.8,2.5,1.25,68,3.48
WX0015978,MSP,2023-08-04,18,Thunderstorm,65,64.5,0.7,0.98,51,9.08
WX0015979,MSP,2023-08-05,6,Overcast,67,24.0,5.4,0,62,2.34
WX0015980,MSP,2023-08-05,12,Thunderstorm,81,12.9,1.3,1.32,53,4.45
WX0015981,MSP,2023-08-05,18,Clear,87,12.9,8.1,0,92,1.34
WX0015982,MSP,2023-08-06,6,Partly Cloudy,81,4.9,8.9,0,94,1.12
WX0015983,MSP,2023-08-06,12,Partly Cloudy,82,10.7,8.3,0,58,1.33
WX0015984,MSP,2023-08-06,18,Clear,83,3.9,8.7,0,57,1.05
WX0015985,MSP,2023-08-07,6,Partly Cloudy,77,46.3,8.2,0,50,2.29
WX0015986,MSP,2023-08-07,12,Partly Cloudy,90,4.9,9.3,0,41,1.08
WX0015987,MSP,2023-08-07,18,Overcast,94,19.5,8.1,0,93,1.77
WX0015988,MSP,2023-08-08,6,Clear,73,0.5,10.0,0,50,0.86
WX0015989,MSP,2023-08-08,12,Partly Cloudy,83,35.8,9.8,0,77,1.74
WX0015990,MSP,2023-08-08,18,Clear,90,25.7,8.9,0,70,1.55
WX0015991,MSP,2023-08-09,6,High Winds,88,18.6,7.3,0,95,2.98
WX0015992,MSP,2023-08-09,12,Overcast,69,9.5,6.1,0,72,1.72
WX0015993,MSP,2023-08-09,18,Clear,80,11.9,8.9,0,70,1.22
WX0015994,MSP,2023-08-10,6,Clear,70,9.9,9.4,0,65,1.12
WX0015995,MSP,2023-08-10,12,Overcast,85,26.4,7.8,0,74,2.03
WX0015996,MSP,2023-08-10,18,Fog,80,3.4,3.8,0.22,44,2.64
WX0015997,MSP,2023-08-11,6,Clear,80,16.7,8.6,0,60,1.37
WX0015998,MSP,2023-08-11,12,Partly Cloudy,77,5.1,9.8,0,57,1.04
WX0015999,MSP,2023-08-11,18,Heavy Rain,94,48.8,1.2,1.39,36,5.84
WX0016000,MSP,2023-08-12,6,Clear,77,0.8,8.3,0,51,1.01
WX0016001,MSP,2023-08-12,12,Thunderstorm,84,4.7,1.4,1.12,31,3.74
WX0016002,MSP,2023-08-12,18,Clear,88,6.0,9.1,0,55,1.07
WX0016003,MSP,2023-08-13,6,Clear,78,23.5,9.3,0,47,1.44
WX0016004,MSP,2023-08-13,12,Thunderstorm,77,13.6,1.0,1.42,40,4.58
WX0016005,MSP,2023-08-13,18,Clear,84,15.3,8.1,0,87,1.4
WX0016006,MSP,2023-08-14,6,Clear,79,41.9,8.6,0,84,1.98
WX0016007,MSP,2023-08-14,12,High Winds,77,19.0,8.7,0,42,2.67
WX0016008,MSP,2023-08-14,18,Light Rain,63,8.3,4.5,0.29,92,2.15
WX0016009,MSP,2023-08-15,6,Thunderstorm,93,41.2,2.7,1.13,74,6.32
WX0016010,MSP,2023-08-15,12,Clear,90,13.6,9.7,0,54,1.17
WX0016011,MSP,2023-08-15,18,Heavy Rain,92,6.4,0.7,0.9,50,3.13
WX0016012,MSP,2023-08-16,6,Overcast,90,46.0,7.2,0,35,2.75
WX0016013,MSP,2023-08-16,12,Partly Cloudy,65,0.6,8.3,0,80,1.07
WX0016014,MSP,2023-08-16,18,Clear,62,6.1,9.3,0,85,1.05
WX0016015,MSP,2023-08-17,6,Thunderstorm,77,6.2,2.9,1.04,35,3.56
WX0016016,MSP,2023-08-17,12,Light Rain,86,3.8,2.2,0.29,39,2.24
WX0016017,MSP,2023-08-17,18,Overcast,78,1.1,7.3,0,74,1.3
WX0016018,MSP,2023-08-18,6,Heavy Rain,80,2.9,0.9,0.51,32,2.87
WX0016019,MSP,2023-08-18,12,Heavy Rain,74,8.2,3.0,0.44,66,2.87
WX0016020,MSP,2023-08-18,18,Partly Cloudy,70,1.8,8.0,0,86,1.13
WX0016021,MSP,2023-08-19,6,Partly Cloudy,85,2.0,8.4,0,52,1.1
WX0016022,MSP,2023-08-19,12,Light Rain,78,17.9,5.2,0.21,48,2.46
WX0016023,MSP,2023-08-19,18,Overcast,85,9.4,8.3,0,33,1.44
WX0016024,MSP,2023-08-20,6,Heavy Rain,75,17.2,1.9,0.41,34,3.62
WX0016025,MSP,2023-08-20,12,Clear,78,1.7,9.2,0,72,0.96
WX0016026,MSP,2023-08-20,18,Thunderstorm,81,5.3,1.8,0.39,69,3.71
WX0016027,MSP,2023-08-21,6,Fog,78,32.2,2.2,0.16,91,4.82
WX0016028,MSP,2023-08-21,12,Thunderstorm,99,8.6,1.1,0.71,47,4.13
WX0016029,MSP,2023-08-21,18,Light Rain,88,5.2,3.3,0.03,62,2.17
WX0016030,MSP,2023-08-22,6,Clear,83,11.9,8.1,0,40,1.31
WX0016031,MSP,2023-08-22,12,Partly Cloudy,89,7.8,9.3,0,58,1.15
WX0016032,MSP,2023-08-22,18,Overcast,70,7.9,5.6,0,57,1.72
WX0016033,MSP,2023-08-23,6,Partly Cloudy,83,11.9,8.8,0,94,1.31
WX0016034,MSP,2023-08-23,12,Partly Cloudy,71,8.0,8.3,0,74,1.26
WX0016035,MSP,2023-08-23,18,Overcast,81,12.3,6.0,0,74,1.83
WX0016036,MSP,2023-08-24,6,Partly Cloudy,93,14.1,8.6,0,95,1.39
WX0016037,MSP,2023-08-24,12,Overcast,68,1.9,6.1,0,34,1.46
WX0016038,MSP,2023-08-24,18,High Winds,82,15.7,8.3,0,35,2.61
WX0016039,MSP,2023-08-25,6,Heavy Rain,82,1.9,2.5,0.35,81,2.57
WX0016040,MSP,2023-08-25,12,Heavy Rain,71,11.3,2.7,0.6,76,3.11
WX0016041,MSP,2023-08-25,18,Clear,78,17.8,8.5,0,51,1.41
WX0016042,MSP,2023-08-26,6,Clear,78,1.2,9.2,0,64,0.95
WX0016043,MSP,2023-08-26,12,Clear,85,10.7,9.3,0,47,1.15
WX0016044,MSP,2023-08-26,18,Overcast,81,1.1,7.3,0,54,1.3
WX0016045,MSP,2023-08-27,6,High Winds,76,3.5,5.2,0,39,2.58
WX0016046,MSP,2023-08-27,12,Partly Cloudy,79,6.0,10.0,0,71,1.03
WX0016047,MSP,2023-08-27,18,Partly Cloudy,82,10.9,9.4,0,35,1.21
WX0016048,MSP,2023-08-28,6,Overcast,72,11.6,6.7,0,35,1.72
WX0016049,MSP,2023-08-28,12,Clear,80,5.6,8.6,0,84,1.1
WX0016050,MSP,2023-08-28,18,Fog,92,17.0,2.8,0.05,75,3.68
WX0016051,MSP,2023-08-29,6,Heavy Rain,95,3.2,1.1,0.44,60,2.86
WX0016052,MSP,2023-08-29,12,Heavy Rain,72,12.2,2.8,0.31,84,3.14
WX0016053,MSP,2023-08-29,18,Clear,80,21.1,8.7,0,73,1.47
WX0016054,MSP,2023-08-30,6,Thunderstorm,88,0.7,2.5,1.08,41,3.21
WX0016055,MSP,2023-08-30,12,Partly Cloudy,68,8.3,8.7,0,86,1.23
WX0016056,MSP,2023-08-30,18,Partly Cloudy,89,3.8,9.4,0,65,1.04
WX0016057,MSP,2023-08-31,6,Thunderstorm,76,11.2,1.9,1.4,45,4.17
WX0016058,MSP,2023-08-31,12,Overcast,83,10.6,7.6,0,85,1.57
WX0016059,MSP,2023-08-31,18,Clear,80,7.1,9.9,0,77,1.01
WX0016060,MSP,2023-09-01,6,Fog,61,1.1,3.4,0.29,77,2.56
WX0016061,MSP,2023-09-01,12,Partly Cloudy,83,1.0,9.8,0,51,0.94
WX0016062,MSP,2023-09-01,18,Fog,66,3.1,5.8,0.21,30,2.3
WX0016063,MSP,2023-09-02,6,Partly Cloudy,88,20.8,9.1,0,88,1.49
WX0016064,MSP,2023-09-02,12,Clear,85,1.6,8.6,0,73,1.01
WX0016065,MSP,2023-09-02,18,Partly Cloudy,80,15.9,8.1,0,45,1.5
WX0016066,MSP,2023-09-03,6,Partly Cloudy,63,3.2,8.9,0,38,1.08
WX0016067,MSP,2023-09-03,12,High Winds,80,0.4,6.9,0,63,2.12
WX0016068,MSP,2023-09-03,18,Light Rain,69,12.7,2.4,0.15,47,2.67
WX0016069,MSP,2023-09-04,6,Clear,75,6.4,9.6,0,50,1.03
WX0016070,MSP,2023-09-04,12,Clear,63,0,9.1,0,65,0.93
WX0016071,MSP,2023-09-04,18,Light Rain,76,20.5,5.5,0.02,79,2.52
WX0016072,MSP,2023-09-05,6,Heavy Rain,64,12.7,2.2,0.88,31,3.28
WX0016073,MSP,2023-09-05,12,Light Rain,84,17.3,2.5,0.28,63,2.88
WX0016074,MSP,2023-09-05,18,Partly Cloudy,68,14.9,8.9,0,82,1.37
WX0016075,MSP,2023-09-06,6,Thunderstorm,76,12.9,1.0,0.83,52,4.52
WX0016076,MSP,2023-09-06,12,Thunderstorm,91,7.2,1.1,1.03,48,4.01
WX0016077,MSP,2023-09-06,18,Partly Cloudy,77,2.5,9.3,0,62,1.02
WX0016078,MSP,2023-09-07,6,High Winds,75,3.3,6.3,0,69,2.37
WX0016079,MSP,2023-09-07,12,Clear,78,0.4,8.6,0,31,0.98
WX0016080,MSP,2023-09-07,18,Light Rain,67,25.7,2.2,0.24,44,3.36
WX0016081,MSP,2023-09-08,6,Light Rain,60,31.3,2.1,0.09,57,3.67
WX0016082,MSP,2023-09-08,12,Snow,72,4.4,3.5,0.64,51,3.48
WX0016083,MSP,2023-09-08,18,Snow,70,19.5,3.1,0.27,75,4.78
WX0016084,MSP,2023-09-09,6,Overcast,72,2.2,8.0,0,87,1.27
WX0016085,MSP,2023-09-09,12,Partly Cloudy,85,6.5,9.7,0,48,1.08
WX0016086,MSP,2023-09-09,18,Partly Cloudy,71,22.4,8.1,0,87,1.67
WX0016087,MSP,2023-09-10,6,Heavy Rain,72,1.3,1.7,1.42,62,2.65
WX0016088,MSP,2023-09-10,12,Clear,69,4.6,8.8,0,70,1.06
WX0016089,MSP,2023-09-10,18,Fog,68,1.0,4.9,0.16,60,2.32
WX0016090,MSP,2023-09-11,6,Overcast,67,7.2,7.7,0,40,1.45
WX0016091,MSP,2023-09-11,12,Overcast,80,26.4,5.5,0,52,2.41
WX0016092,MSP,2023-09-11,18,Heavy Rain,63,9.5,1.8,0.45,43,3.15
WX0016093,MSP,2023-09-12,6,Partly Cloudy,80,38.2,9.9,0,73,1.78
WX0016094,MSP,2023-09-12,12,Clear,73,30.8,8.5,0,37,1.73
WX0016095,MSP,2023-09-12,18,Partly Cloudy,80,37.6,8.2,0,33,2.06
WX0016096,MSP,2023-09-13,6,Overcast,77,5.6,5.8,0,70,1.62
WX0016097,MSP,2023-09-13,12,Light Rain,79,7.3,3.0,0.05,40,2.31
WX0016098,MSP,2023-09-13,18,Heavy Rain,71,25.1,0.8,0.92,70,4.37
WX0016099,MSP,2023-09-14,6,Partly Cloudy,68,7.5,9.8,0,91,1.09
WX0016100,MSP,2023-09-14,12,Light Rain,64,7.4,2.3,0.28,38,2.41
WX0016101,MSP,2023-09-14,18,Fog,76,0.5,5.4,0.03,40,2.22
WX0016102,MSP,2023-09-15,6,Clear,79,6.7,9.9,0,78,1.0
WX0016103,MSP,2023-09-15,12,Overcast,79,1.6,5.1,0,81,1.55
WX0016104,MSP,2023-09-15,18,Partly Cloudy,76,16.9,9.7,0,38,1.32
WX0016105,MSP,2023-09-16,6,Partly Cloudy,62,9.4,8.0,0,41,1.33
WX0016106,MSP,2023-09-16,12,Light Rain,72,3.4,5.3,0.16,75,1.83
WX0016107,MSP,2023-09-16,18,Light Rain,78,10.3,3.8,0.13,37,2.34
WX0016108,MSP,2023-09-17,6,Heavy Rain,75,27.9,1.7,0.82,64,4.35
WX0016109,MSP,2023-09-17,12,Freezing Rain,70,7.0,2.8,0.12,32,4.24
WX0016110,MSP,2023-09-17,18,Overcast,73,1.1,5.5,0,75,1.49
WX0016111,MSP,2023-09-18,6,Overcast,68,7.4,5.5,0,83,1.72
WX0016112,MSP,2023-09-18,12,High Winds,69,11.3,8.0,0,94,2.46
WX0016113,MSP,2023-09-18,18,Freezing Rain,67,27.4,1.1,0.56,91,6.69
WX0016114,MSP,2023-09-19,6,Heavy Rain,78,37.7,1.6,1.16,77,5.0
WX0016115,MSP,2023-09-19,12,Partly Cloudy,79,19.7,8.0,0,87,1.61
WX0016116,MSP,2023-09-19,18,Partly Cloudy,66,12.0,9.1,0,72,1.28
WX0016117,MSP,2023-09-20,6,Thunderstorm,71,4.3,1.9,1.36,83,3.61
WX0016118,MSP,2023-09-20,12,Partly Cloudy,71,7.4,8.9,0,93,1.18
WX0016119,MSP,2023-09-20,18,Snow,76,38.3,4.0,0.35,89,5.95
WX0016120,MSP,2023-09-21,6,Light Rain,79,10.2,5.6,0.27,36,2.08
WX0016121,MSP,2023-09-21,12,Overcast,87,6.8,6.7,0,50,1.56
WX0016122,MSP,2023-09-21,18,Overcast,79,18.1,6.2,0,39,2.0
WX0016123,MSP,2023-09-22,6,Thunderstorm,83,6.4,2.4,0.75,44,3.67
WX0016124,MSP,2023-09-22,12,Clear,71,3.6,9.1,0,67,1.01
WX0016125,MSP,2023-09-22,18,Overcast,69,3.5,8.6,0,41,1.24
WX0016126,MSP,2023-09-23,6,Thunderstorm,68,0.4,2.8,0.69,49,3.13
WX0016127,MSP,2023-09-23,12,Light Rain,74,14.3,4.6,0.11,43,2.4
WX0016128,MSP,2023-09-23,18,Overcast,67,11.5,6.3,0,94,1.76
WX0016129,MSP,2023-09-24,6,Blizzard,63,4.6,0.3,0.51,41,6.15
WX0016130,MSP,2023-09-24,12,Overcast,78,2.6,7.4,0,72,1.34
WX0016131,MSP,2023-09-24,18,High Winds,65,1.5,8.4,0,52,1.93
WX0016132,MSP,2023-09-25,6,Thunderstorm,81,21.4,1.3,0.4,93,5.17
WX0016133,MSP,2023-09-25,12,Clear,65,1.6,8.6,0,57,1.01
WX0016134,MSP,2023-09-25,18,Partly Cloudy,77,9.4,8.8,0,79,1.24
WX0016135,MSP,2023-09-26,6,Light Rain,67,15.8,3.5,0.02,53,2.65
WX0016136,MSP,2023-09-26,12,Overcast,76,18.1,8.0,0,44,1.74
WX0016137,MSP,2023-09-26,18,Partly Cloudy,89,10.9,8.1,0,53,1.36
WX0016138,MSP,2023-09-27,6,Clear,89,7.3,8.3,0,88,1.18
WX0016139,MSP,2023-09-27,12,Clear,69,5.0,8.7,0,67,1.08
WX0016140,MSP,2023-09-27,18,Overcast,80,5.4,5.8,0,65,1.61
WX0016141,MSP,2023-09-28,6,Clear,75,7.9,8.0,0,75,1.22
WX0016142,MSP,2023-09-28,12,Partly Cloudy,83,9.6,9.2,0,38,1.21
WX0016143,MSP,2023-09-28,18,Partly Cloudy,64,23.9,9.4,0,68,1.52
WX0016144,MSP,2023-09-29,6,Clear,74,4.7,9.7,0,71,0.98
WX0016145,MSP,2023-09-29,12,High Winds,63,6.5,5.3,0,72,2.73
WX0016146,MSP,2023-09-29,18,Heavy Rain,82,8.8,0.9,0.87,43,3.26
WX0016147,MSP,2023-09-30,6,Partly Cloudy,71,14.0,9.6,0,50,1.26
WX0016148,MSP,2023-09-30,12,Heavy Rain,71,8.0,2.8,0.68,89,2.89
WX0016149,MSP,2023-09-30,18,Overcast,64,12.4,6.3,0,74,1.79
WX0016150,MSP,2023-10-01,6,Clear,50,6.9,9.1,0,60,1.09
WX0016151,MSP,2023-10-01,12,Partly Cloudy,48,9.0,9.6,0,92,1.15
WX0016152,MSP,2023-10-01,18,Partly Cloudy,68,0.8,9.8,0,70,0.94
WX0016153,MSP,2023-10-02,6,Partly Cloudy,41,2.0,8.8,0,95,1.06
WX0016154,MSP,2023-10-02,12,Heavy Rain,56,5.2,1.4,1.47,79,2.94
WX0016155,MSP,2023-10-02,18,Partly Cloudy,63,17.8,9.0,0,33,1.43
WX0016156,MSP,2023-10-03,6,Clear,61,2.4,8.2,0,53,1.06
WX0016157,MSP,2023-10-03,12,Partly Cloudy,60,5.3,9.2,0,37,1.1
WX0016158,MSP,2023-10-03,18,High Winds,69,32.3,5.5,0,75,4.19
WX0016159,MSP,2023-10-04,6,Clear,53,1.0,9.1,0,30,0.95
WX0016160,MSP,2023-10-04,12,Clear,55,2.9,8.4,0,68,1.06
WX0016161,MSP,2023-10-04,18,Partly Cloudy,56,5.3,8.0,0,67,1.22
WX0016162,MSP,2023-10-05,6,Fog,72,31.4,5.7,0.21,64,3.83
WX0016163,MSP,2023-10-05,12,High Winds,70,42.2,8.5,0,33,3.78
WX0016164,MSP,2023-10-05,18,Partly Cloudy,71,19.7,8.0,0,48,1.61
WX0016165,MSP,2023-10-06,6,Blizzard,70,23.5,0.1,1.61,39,8.85
WX0016166,MSP,2023-10-06,12,Heavy Rain,66,15.3,3.0,1.31,41,3.29
WX0016167,MSP,2023-10-06,18,Fog,54,1.6,4.4,0.26,73,2.43
WX0016168,MSP,2023-10-07,6,Partly Cloudy,55,2.9,9.6,0,95,1.0
WX0016169,MSP,2023-10-07,12,Overcast,72,17.2,5.0,0,62,2.15
WX0016170,MSP,2023-10-07,18,Partly Cloudy,60,3.7,9.6,0,36,1.02
WX0016171,MSP,2023-10-08,6,High Winds,69,16.0,7.3,0,50,2.84
WX0016172,MSP,2023-10-08,12,Light Rain,69,17.0,5.6,0.09,49,2.36
WX0016173,MSP,2023-10-08,18,Partly Cloudy,56,3.3,9.8,0,81,0.99
WX0016174,MSP,2023-10-09,6,High Winds,50,1.5,5.3,0,35,2.44
WX0016175,MSP,2023-10-09,12,Clear,76,4.6,9.5,0,42,1.0
WX0016176,MSP,2023-10-09,18,Overcast,64,1.1,9.0,0,84,1.13
WX0016177,MSP,2023-10-10,6,Overcast,76,14.7,7.9,0,76,1.65
WX0016178,MSP,2023-10-10,12,Overcast,55,30.6,5.2,0,93,2.61
WX0016179,MSP,2023-10-10,18,Clear,54,9.6,8.1,0,43,1.25
WX0016180,MSP,2023-10-11,6,Clear,70,17.4,10.0,0,88,1.22
WX0016181,MSP,2023-10-11,12,Clear,50,34.5,9.6,0,44,1.65
WX0016182,MSP,2023-10-11,18,Clear,59,3.4,8.7,0,46,1.04
WX0016183,MSP,2023-10-12,6,Overcast,65,6.8,7.4,0,48,1.47
WX0016184,MSP,2023-10-12,12,Snow,66,22.9,2.4,0.69,45,5.26
WX0016185,MSP,2023-10-12,18,Clear,63,0.4,9.3,0,67,0.92
WX0016186,MSP,2023-10-13,6,Light Rain,49,7.9,5.3,0.23,92,2.02
WX0016187,MSP,2023-10-13,12,Clear,66,6.2,8.6,0,64,1.12
WX0016188,MSP,2023-10-13,18,Overcast,54,6.0,8.0,0,66,1.38
WX0016189,MSP,2023-10-14,6,Clear,57,10.8,9.5,0,86,1.13
WX0016190,MSP,2023-10-14,12,Overcast,52,8.2,7.8,0,38,1.47
WX0016191,MSP,2023-10-14,18,Heavy Rain,72,0.9,2.5,1.21,73,2.51
WX0016192,MSP,2023-10-15,6,Overcast,58,4.8,7.9,0,55,1.36
WX0016193,MSP,2023-10-15,12,Overcast,65,2.1,8.5,0,37,1.21
WX0016194,MSP,2023-10-15,18,Overcast,52,15.4,8.0,0,65,1.66
WX0016195,MSP,2023-10-16,6,Fog,47,0.8,4.4,0.11,60,2.39
WX0016196,MSP,2023-10-16,12,Overcast,77,0.8,5.8,0,31,1.45
WX0016197,MSP,2023-10-16,18,Heavy Rain,66,4.2,0.8,0.62,56,2.97
WX0016198,MSP,2023-10-17,6,Heavy Rain,58,20.8,2.9,1.05,68,3.64
WX0016199,MSP,2023-10-17,12,High Winds,69,0.2,5.5,0,49,2.33
WX0016200,MSP,2023-10-17,18,Clear,62,2.2,8.7,0,72,1.01
WX0016201,MSP,2023-10-18,6,Snow,58,14.2,2.8,0.42,93,4.43
WX0016202,MSP,2023-10-18,12,Clear,66,7.8,9.6,0,31,1.06
