delay_id,flight_id,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min,total_delay_min,primary_cause
DD013274,FL045800,147,5,3,12,6,173,Carrier Delay
DD013275,FL045804,5,1,26,3,5,40,NAS Delay
DD013276,FL045805,1,1,25,1,6,34,NAS Delay
DD013277,FL045806,0,23,0,2,1,26,Weather Delay
DD013278,FL045808,8,2,0,23,0,33,Security Delay
DD013279,FL045809,1,5,0,53,0,59,Security Delay
DD013280,FL045812,0,0,11,0,12,23,Late Aircraft Delay
DD013281,FL045815,47,8,35,15,133,238,Late Aircraft Delay
DD013282,FL045816,0,9,1,1,5,16,Weather Delay
DD013283,FL045821,0,0,14,35,0,49,Security Delay
DD013284,FL045822,24,14,10,16,15,79,Carrier Delay
DD013285,FL045825,13,0,2,17,45,77,Late Aircraft Delay
DD013286,FL045826,7,3,8,42,0,60,Security Delay
DD013287,FL045827,1,90,1,0,0,92,Weather Delay
DD013288,FL045829,6,0,25,0,1,32,NAS Delay
DD013289,FL045835,3,20,0,4,0,27,Weather Delay
DD013290,FL045836,5,2,1,8,2,18,Security Delay
DD013291,FL045839,109,21,0,0,1,131,Carrier Delay
DD013292,FL045846,6,7,1,0,5,19,Weather Delay
DD013293,FL045847,47,2,7,15,31,102,Carrier Delay
DD013294,FL045852,6,1,9,47,0,63,Security Delay
DD013295,FL045854,1,6,2,9,0,18,Security Delay
DD013296,FL045858,1,0,14,31,0,46,Security Delay
DD013297,FL045861,3,3,44,1,0,51,NAS Delay
DD013298,FL045866,2,14,2,1,0,19,Weather Delay
DD013299,FL045869,5,47,7,1,1,61,Weather Delay
DD013300,FL045874,0,22,0,0,0,22,Weather Delay
DD013301,FL045876,0,6,15,0,5,26,NAS Delay
DD013302,FL045879,1,6,0,17,1,25,Security Delay
DD013303,FL045885,87,8,61,10,1,167,Carrier Delay
DD013304,FL045886,0,9,2,0,6,17,Weather Delay
DD013305,FL045890,19,0,0,1,9,29,Carrier Delay
DD013306,FL045891,1,0,0,21,1,23,Security Delay
DD013307,FL045893,5,14,0,0,0,19,Weather Delay
DD013308,FL045895,27,4,18,0,2,51,Carrier Delay
DD013309,FL045905,2,21,41,11,7,82,NAS Delay
DD013310,FL045907,4,15,1,4,2,26,Weather Delay
DD013311,FL045908,0,18,0,0,48,66,Late Aircraft Delay
DD013312,FL045911,14,11,0,16,0,41,Security Delay
DD013313,FL045914,0,34,0,0,1,35,Weather Delay
DD013314,FL045921,4,10,4,1,0,19,Weather Delay
DD013315,FL045928,5,10,7,2,0,24,Weather Delay
DD013316,FL045929,5,11,6,5,5,32,Weather Delay
DD013317,FL045930,16,4,0,0,2,22,Carrier Delay
DD013318,FL045933,0,4,11,0,0,15,NAS Delay
DD013319,FL045934,0,0,2,9,123,134,Late Aircraft Delay
DD013320,FL045937,3,20,5,12,8,48,Weather Delay
DD013321,FL045938,90,28,1,3,22,144,Carrier Delay
DD013322,FL045939,3,0,18,0,0,21,NAS Delay
DD013323,FL045941,0,15,5,0,3,23,Weather Delay
DD013324,FL045944,6,45,3,44,5,103,Weather Delay
DD013325,FL045947,24,0,1,0,1,26,Carrier Delay
DD013326,FL045952,0,7,0,19,0,26,Security Delay
DD013327,FL045955,0,0,0,17,0,17,Security Delay
DD013328,FL045956,10,2,16,9,3,40,NAS Delay
DD013329,FL045957,0,18,5,3,2,28,Weather Delay
DD013330,FL045959,3,4,0,0,44,51,Late Aircraft Delay
DD013331,FL045965,20,0,17,10,0,47,Carrier Delay
DD013332,FL045973,0,4,5,9,0,18,Security Delay
DD013333,FL045975,72,46,25,6,1,150,Carrier Delay
DD013334,FL045977,4,15,0,0,20,39,Late Aircraft Delay
DD013335,FL045978,5,1,38,29,0,73,NAS Delay
DD013336,FL045981,1,20,5,0,2,28,Weather Delay
DD013337,FL045983,1,0,23,21,0,45,NAS Delay
DD013338,FL045989,2,15,1,3,0,21,Weather Delay
DD013339,FL045993,11,27,1,11,5,55,Weather Delay
DD013340,FL045996,4,2,31,10,1,48,NAS Delay
DD013341,FL046004,26,32,1,0,0,59,Weather Delay
DD013342,FL046008,21,0,0,0,0,21,Carrier Delay
DD013343,FL046012,0,1,10,1,27,39,Late Aircraft Delay
DD013344,FL046013,0,0,0,1,26,27,Late Aircraft Delay
DD013345,FL046014,0,0,0,15,2,17,Security Delay
DD013346,FL046017,2,0,20,0,0,22,NAS Delay
DD013347,FL046027,0,0,0,80,0,80,Security Delay
DD013348,FL046028,17,0,3,4,0,24,Carrier Delay
DD013349,FL046037,8,0,10,0,1,19,NAS Delay
DD013350,FL046043,1,11,0,0,15,27,Late Aircraft Delay
DD013351,FL046051,1,88,0,17,5,111,Weather Delay
DD013352,FL046056,1,1,14,0,2,18,NAS Delay
DD013353,FL046057,0,1,6,0,13,20,Late Aircraft Delay
DD013354,FL046059,0,1,0,0,18,19,Late Aircraft Delay
DD013355,FL046070,27,7,11,47,0,92,Security Delay
DD013356,FL046073,2,3,1,12,3,21,Security Delay
DD013357,FL046075,0,0,1,40,2,43,Security Delay
DD013358,FL046076,4,3,32,2,1,42,NAS Delay
DD013359,FL046090,17,1,0,0,0,18,Carrier Delay
DD013360,FL046091,14,45,0,3,2,64,Weather Delay
DD013361,FL046098,0,4,13,0,0,17,NAS Delay
DD013362,FL046102,0,0,0,0,27,27,Late Aircraft Delay
DD013363,FL046103,52,0,17,68,4,141,Security Delay
DD013364,FL046106,4,2,8,0,4,18,NAS Delay
DD013365,FL046112,15,0,0,0,1,16,Carrier Delay
DD013366,FL046113,29,27,2,55,1,114,Security Delay
DD013367,FL046116,10,43,0,2,0,55,Weather Delay
DD013368,FL046117,1,3,0,1,18,23,Late Aircraft Delay
DD013369,FL046118,14,2,23,8,0,47,NAS Delay
DD013370,FL046127,0,0,0,2,33,35,Late Aircraft Delay
DD013371,FL046129,3,13,3,1,1,21,Weather Delay
DD013372,FL046141,1,0,1,10,68,80,Late Aircraft Delay
DD013373,FL046143,2,0,16,0,0,18,NAS Delay
DD013374,FL046150,0,0,8,18,1,27,Security Delay
DD013375,FL046165,4,0,2,1,19,26,Late Aircraft Delay
DD013376,FL046168,4,3,14,0,0,21,NAS Delay
DD013377,FL046170,0,1,3,1,39,44,Late Aircraft Delay
DD013378,FL046172,0,35,1,2,0,38,Weather Delay
DD013379,FL046173,2,15,0,1,0,18,Weather Delay
DD013380,FL046175,1,3,0,0,13,17,Late Aircraft Delay
DD013381,FL046181,34,9,4,3,9,59,Carrier Delay
DD013382,FL046183,0,11,36,0,0,47,NAS Delay
DD013383,FL046185,1,22,11,3,0,37,Weather Delay
DD013384,FL046187,0,1,4,14,0,19,Security Delay
DD013385,FL046194,11,0,0,5,0,16,Carrier Delay
DD013386,FL046196,1,5,9,0,10,25,Late Aircraft Delay
DD013387,FL046198,0,1,13,6,5,25,NAS Delay
DD013388,FL046203,14,16,3,3,3,39,Weather Delay
DD013389,FL046204,0,14,1,3,0,18,Weather Delay
DD013390,FL046207,3,4,4,13,1,25,Security Delay
DD013391,FL046210,5,1,0,20,0,26,Security Delay
DD013392,FL046211,1,48,2,0,41,92,Weather Delay
DD013393,FL046214,22,0,2,1,1,26,Carrier Delay
DD013394,FL046216,64,4,77,1,3,149,NAS Delay
DD013395,FL046218,0,110,1,0,0,111,Weather Delay
DD013396,FL046219,60,2,1,0,1,64,Carrier Delay
DD013397,FL046220,1,4,8,0,5,18,NAS Delay
DD013398,FL046224,9,4,1,3,0,17,Carrier Delay
DD013399,FL046230,1,2,0,22,1,26,Security Delay
DD013400,FL046234,0,0,0,40,3,43,Security Delay
DD013401,FL046238,15,0,0,1,1,17,Carrier Delay
DD013402,FL046240,0,14,5,0,3,22,Weather Delay
DD013403,FL046243,38,1,1,2,1,43,Carrier Delay
DD013404,FL046245,38,0,55,2,38,133,NAS Delay
DD013405,FL046248,0,101,0,33,0,134,Weather Delay
DD013406,FL046252,0,2,0,93,13,108,Security Delay
DD013407,FL046253,47,1,0,15,11,74,Carrier Delay
DD013408,FL046256,0,0,4,21,2,27,Security Delay
DD013409,FL046263,2,2,0,19,3,26,Security Delay
DD013410,FL046265,294,113,1,0,36,444,Carrier Delay
DD013411,FL046272,0,38,11,6,4,59,Weather Delay
DD013412,FL046274,10,9,47,1,59,126,Late Aircraft Delay
DD013413,FL046276,22,1,10,32,47,112,Late Aircraft Delay
DD013414,FL046277,8,1,75,0,9,93,NAS Delay
DD013415,FL046291,3,5,0,3,5,16,Late Aircraft Delay
DD013416,FL046294,0,0,27,28,0,55,Security Delay
DD013417,FL046298,0,0,25,0,0,25,NAS Delay
DD013418,FL046301,16,38,5,36,8,103,Weather Delay
DD013419,FL046304,10,6,12,0,0,28,NAS Delay
DD013420,FL046313,0,14,2,6,0,22,Weather Delay
DD013421,FL046315,7,10,0,0,1,18,Weather Delay
DD013422,FL046318,5,5,5,3,12,30,Late Aircraft Delay
DD013423,FL046321,24,0,0,3,0,27,Carrier Delay
DD013424,FL046326,16,2,2,2,4,26,Carrier Delay
DD013425,FL046329,1,0,11,14,0,26,Security Delay
DD013426,FL046338,0,20,2,0,0,22,Weather Delay
DD013427,FL046340,5,2,20,3,15,45,NAS Delay
DD013428,FL046346,0,1,0,10,15,26,Late Aircraft Delay
DD013429,FL046348,4,6,1,0,11,22,Late Aircraft Delay
DD013430,FL046350,3,5,1,2,55,66,Late Aircraft Delay
DD013431,FL046353,27,11,13,34,15,100,Security Delay
DD013432,FL046357,8,5,17,4,34,68,Late Aircraft Delay
DD013433,FL046360,1,2,2,5,12,22,Late Aircraft Delay
DD013434,FL046365,2,2,121,2,6,133,NAS Delay
DD013435,FL046367,0,8,4,0,9,21,Late Aircraft Delay
DD013436,FL046368,4,8,1,41,2,56,Security Delay
DD013437,FL046373,4,7,3,8,0,22,Security Delay
DD013438,FL046374,4,9,3,1,0,17,Weather Delay
DD013439,FL046379,1,0,7,0,44,52,Late Aircraft Delay
DD013440,FL046382,0,6,10,2,1,19,NAS Delay
DD013441,FL046391,21,6,32,11,0,70,NAS Delay
DD013442,FL046393,0,8,13,5,10,36,NAS Delay
DD013443,FL046400,25,2,3,1,11,42,Carrier Delay
DD013444,FL046401,5,16,11,0,8,40,Weather Delay
DD013445,FL046402,0,0,0,17,1,18,Security Delay
DD013446,FL046404,2,32,5,11,12,62,Weather Delay
DD013447,FL046405,10,12,65,6,7,100,NAS Delay
DD013448,FL046408,20,0,0,0,0,20,Carrier Delay
DD013449,FL046411,138,215,11,4,11,379,Weather Delay
DD013450,FL046412,0,0,27,2,7,36,NAS Delay
DD013451,FL046413,0,1,1,0,33,35,Late Aircraft Delay
DD013452,FL046415,6,0,0,3,14,23,Late Aircraft Delay
DD013453,FL046417,3,8,5,6,12,34,Late Aircraft Delay
DD013454,FL046419,15,105,0,1,1,122,Weather Delay
DD013455,FL046420,3,1,1,24,0,29,Security Delay
DD013456,FL046421,0,62,3,5,11,81,Weather Delay
DD013457,FL046422,41,13,35,10,3,102,Carrier Delay
DD013458,FL046426,12,0,8,0,15,35,Late Aircraft Delay
DD013459,FL046428,3,13,0,3,0,19,Weather Delay
DD013460,FL046431,0,38,1,1,2,42,Weather Delay
DD013461,FL046433,75,10,7,0,0,92,Carrier Delay
DD013462,FL046449,17,1,1,5,0,24,Carrier Delay
DD013463,FL046453,101,0,5,11,3,120,Carrier Delay
DD013464,FL046456,0,0,12,10,1,23,NAS Delay
DD013465,FL046459,4,1,1,2,9,17,Late Aircraft Delay
DD013466,FL046461,7,22,0,0,1,30,Weather Delay
DD013467,FL046465,0,2,0,18,1,21,Security Delay
DD013468,FL046469,0,0,35,1,2,38,NAS Delay
DD013469,FL046470,25,4,2,7,0,38,Carrier Delay
DD013470,FL046471,38,5,34,9,69,155,Late Aircraft Delay
DD013471,FL046484,26,0,0,0,0,26,Carrier Delay
DD013472,FL046485,21,1,11,10,7,50,Carrier Delay
DD013473,FL046487,0,61,12,0,55,128,Weather Delay
DD013474,FL046501,13,11,119,11,91,245,NAS Delay
DD013475,FL046503,1,15,4,0,0,20,Weather Delay
DD013476,FL046507,43,0,3,0,6,52,Carrier Delay
DD013477,FL046523,1,19,1,2,0,23,Weather Delay
DD013478,FL046525,16,19,9,5,0,49,Weather Delay
DD013479,FL046528,2,5,6,1,6,20,NAS Delay
DD013480,FL046530,1,8,0,10,0,19,Security Delay
DD013481,FL046531,5,3,1,7,0,16,Security Delay
DD013482,FL046532,3,16,0,5,3,27,Weather Delay
DD013483,FL046533,7,0,0,3,8,18,Late Aircraft Delay
DD013484,FL046536,2,31,0,0,138,171,Late Aircraft Delay
DD013485,FL046539,37,0,3,9,1,50,Carrier Delay
DD013486,FL046540,0,61,85,4,25,175,NAS Delay
DD013487,FL046545,2,0,0,0,20,22,Late Aircraft Delay
DD013488,FL046548,0,0,0,42,0,42,Security Delay
DD013489,FL046563,69,3,2,5,14,93,Carrier Delay
DD013490,FL046566,8,1,8,0,1,18,Carrier Delay
DD013491,FL046570,10,21,0,1,5,37,Weather Delay
DD013492,FL046574,9,0,0,22,5,36,Security Delay
DD013493,FL046578,5,2,4,9,17,37,Late Aircraft Delay
DD013494,FL046584,8,2,11,0,0,21,NAS Delay
DD013495,FL046586,5,14,0,1,0,20,Weather Delay
DD013496,FL046590,9,0,14,1,4,28,NAS Delay
DD013497,FL046594,0,15,3,1,6,25,Weather Delay
DD013498,FL046595,0,5,0,9,8,22,Security Delay
DD013499,FL046596,7,4,11,8,16,46,Late Aircraft Delay
DD013500,FL046608,44,0,2,7,0,53,Carrier Delay
DD013501,FL046612,6,6,3,0,7,22,Late Aircraft Delay
DD013502,FL046616,0,71,1,0,0,72,Weather Delay
DD013503,FL046617,0,0,6,14,3,23,Security Delay
DD013504,FL046620,0,14,1,1,1,17,Weather Delay
DD013505,FL046624,0,2,14,2,4,22,NAS Delay
DD013506,FL046626,0,3,198,32,0,233,NAS Delay
DD013507,FL046631,21,0,0,53,3,77,Security Delay
DD013508,FL046635,2,4,9,0,0,15,NAS Delay
DD013509,FL046640,0,16,0,53,8,77,Security Delay
DD013510,FL046641,0,16,3,0,7,26,Weather Delay
DD013511,FL046653,2,1,11,4,4,22,NAS Delay
DD013512,FL046656,0,0,0,15,0,15,Security Delay
DD013513,FL046660,21,44,5,57,9,136,Security Delay
DD013514,FL046662,0,0,5,1,21,27,Late Aircraft Delay
DD013515,FL046663,5,14,0,0,23,42,Late Aircraft Delay
DD013516,FL046667,0,14,0,5,0,19,Weather Delay
DD013517,FL046669,2,1,0,1,16,20,Late Aircraft Delay
DD013518,FL046671,6,7,5,1,6,25,Weather Delay
DD013519,FL046672,4,64,11,2,1,82,Weather Delay
DD013520,FL046675,0,1,0,8,6,15,Security Delay
DD013521,FL046684,2,1,13,3,3,22,NAS Delay
DD013522,FL046689,12,1,0,7,7,27,Carrier Delay
DD013523,FL046690,1,0,1,3,43,48,Late Aircraft Delay
DD013524,FL046691,58,3,0,1,95,157,Late Aircraft Delay
DD013525,FL046692,4,45,22,13,20,104,Weather Delay
DD013526,FL046693,7,0,61,1,0,69,NAS Delay
DD013527,FL046694,3,21,60,52,49,185,NAS Delay
DD013528,FL046695,0,1,6,7,3,17,Security Delay
DD013529,FL046708,6,0,11,2,9,28,NAS Delay
DD013530,FL046709,1,0,102,0,0,103,NAS Delay
DD013531,FL046710,10,0,2,2,1,15,Carrier Delay
DD013532,FL046713,20,0,4,0,0,24,Carrier Delay
DD013533,FL046715,0,0,0,3,58,61,Late Aircraft Delay
DD013534,FL046717,14,4,15,39,20,92,Security Delay
DD013535,FL046720,0,0,0,28,0,28,Security Delay
DD013536,FL046723,26,0,0,0,0,26,Carrier Delay
DD013537,FL046725,20,10,9,0,0,39,Carrier Delay
DD013538,FL046726,0,0,16,0,0,16,NAS Delay
DD013539,FL046730,6,8,8,0,41,63,Late Aircraft Delay
DD013540,FL046731,5,0,8,3,0,16,NAS Delay
DD013541,FL046736,0,3,20,0,3,26,NAS Delay
DD013542,FL046737,9,0,0,0,10,19,Late Aircraft Delay
DD013543,FL046742,0,1,11,5,0,17,NAS Delay
DD013544,FL046758,0,1,20,0,1,22,NAS Delay
DD013545,FL046759,4,0,8,12,1,25,Security Delay
DD013546,FL046762,0,18,0,2,0,20,Weather Delay
DD013547,FL046763,73,88,0,3,9,173,Weather Delay
DD013548,FL046765,2,2,0,36,0,40,Security Delay
DD013549,FL046768,0,0,14,3,2,19,NAS Delay
DD013550,FL046772,0,15,1,1,0,17,Weather Delay
DD013551,FL046773,0,0,17,1,0,18,NAS Delay
DD013552,FL046775,14,0,0,1,1,16,Carrier Delay
DD013553,FL046777,6,1,0,2,46,55,Late Aircraft Delay
DD013554,FL046778,3,1,9,7,10,30,Late Aircraft Delay
DD013555,FL046782,2,5,0,0,23,30,Late Aircraft Delay
DD013556,FL046784,22,0,1,3,0,26,Carrier Delay
DD013557,FL046791,0,2,3,14,6,25,Security Delay
DD013558,FL046802,3,4,14,0,0,21,NAS Delay
DD013559,FL046805,1,1,18,4,4,28,NAS Delay
DD013560,FL046806,0,2,0,1,19,22,Late Aircraft Delay
DD013561,FL046807,3,3,10,1,5,22,NAS Delay
DD013562,FL046815,11,2,0,0,9,22,Carrier Delay
DD013563,FL046820,0,3,0,21,2,26,Security Delay
DD013564,FL046821,9,0,0,1,13,23,Late Aircraft Delay
DD013565,FL046826,3,0,23,0,0,26,NAS Delay
DD013566,FL046827,8,0,19,7,43,77,Late Aircraft Delay
DD013567,FL046829,1,8,1,15,0,25,Security Delay
DD013568,FL046835,8,1,0,7,2,18,Carrier Delay
DD013569,FL046839,0,0,0,15,0,15,Security Delay
DD013570,FL046843,12,5,18,15,4,54,NAS Delay
DD013571,FL046846,7,7,4,0,4,22,Carrier Delay
DD013572,FL046852,3,0,18,3,2,26,NAS Delay
DD013573,FL046853,6,0,3,22,0,31,Security Delay
DD013574,FL046854,2,0,4,22,0,28,Security Delay
DD013575,FL046855,42,0,14,0,6,62,Carrier Delay
DD013576,FL046867,1,13,5,0,1,20,Weather Delay
DD013577,FL046868,0,11,1,5,8,25,Weather Delay
DD013578,FL046869,1,6,0,0,21,28,Late Aircraft Delay
DD013579,FL046870,3,2,14,2,1,22,NAS Delay
DD013580,FL046872,0,27,0,38,0,65,Security Delay
DD013581,FL046881,5,5,6,0,0,16,NAS Delay
DD013582,FL046888,3,5,0,6,11,25,Late Aircraft Delay
DD013583,FL046889,1,7,5,3,0,16,Weather Delay
DD013584,FL046891,0,4,0,17,0,21,Security Delay
DD013585,FL046894,1,1,2,3,11,18,Late Aircraft Delay
DD013586,FL046902,5,16,0,0,1,22,Weather Delay
DD013587,FL046903,5,0,15,2,0,22,NAS Delay
DD013588,FL046905,10,0,10,10,0,30,Carrier Delay
DD013589,FL046907,43,3,0,0,0,46,Carrier Delay
DD013590,FL046909,1,0,0,37,2,40,Security Delay
DD013591,FL046911,4,5,7,3,3,22,NAS Delay
DD013592,FL046912,9,16,5,0,25,55,Late Aircraft Delay
DD013593,FL046929,6,0,11,0,6,23,NAS Delay
DD013594,FL046932,6,21,38,149,1,215,Security Delay
DD013595,FL046936,6,0,25,43,8,82,Security Delay
DD013596,FL046942,15,0,9,2,2,28,Carrier Delay
DD013597,FL046943,3,10,11,4,11,39,NAS Delay
DD013598,FL046944,20,0,9,5,5,39,Carrier Delay
DD013599,FL046945,2,0,14,1,1,18,NAS Delay
DD013600,FL046953,16,1,0,0,5,22,Carrier Delay
DD013601,FL046959,6,4,16,0,2,28,NAS Delay
DD013602,FL046963,13,19,23,14,20,89,NAS Delay
DD013603,FL046969,0,0,0,23,2,25,Security Delay
DD013604,FL046976,3,12,0,11,0,26,Weather Delay
DD013605,FL046980,19,10,3,14,4,50,Carrier Delay
DD013606,FL046985,1,7,5,22,3,38,Security Delay
DD013607,FL046991,0,0,0,18,0,18,Security Delay
DD013608,FL046993,1,3,1,3,10,18,Late Aircraft Delay
DD013609,FL046997,10,10,2,2,1,25,Weather Delay
DD013610,FL046998,0,0,30,3,0,33,NAS Delay
DD013611,FL047001,13,20,1,6,8,48,Weather Delay
DD013612,FL047003,0,15,0,0,9,24,Weather Delay
DD013613,FL047004,0,0,19,2,1,22,NAS Delay
DD013614,FL047005,0,0,3,6,10,19,Late Aircraft Delay
DD013615,FL047012,0,22,0,1,0,23,Weather Delay
DD013616,FL047022,9,0,1,0,14,24,Late Aircraft Delay
DD013617,FL047028,18,1,0,0,0,19,Carrier Delay
DD013618,FL047031,10,1,4,3,0,18,Carrier Delay
DD013619,FL047040,3,8,3,2,2,18,Weather Delay
DD013620,FL047041,0,0,16,0,1,17,NAS Delay
DD013621,FL047046,14,1,3,3,0,21,Carrier Delay
DD013622,FL047048,23,16,0,14,3,56,Carrier Delay
DD013623,FL047050,27,75,0,7,62,171,Weather Delay
DD013624,FL047054,4,17,14,8,113,156,Late Aircraft Delay
DD013625,FL047058,6,1,1,6,4,18,Security Delay
DD013626,FL047061,16,0,0,32,8,56,Security Delay
DD013627,FL047064,3,0,4,2,15,24,Late Aircraft Delay
DD013628,FL047065,4,63,5,0,1,73,Weather Delay
DD013629,FL047068,1,0,17,0,1,19,NAS Delay
DD013630,FL047070,4,1,7,0,6,18,NAS Delay
DD013631,FL047073,0,19,8,4,0,31,Weather Delay
DD013632,FL047076,9,2,4,3,0,18,Carrier Delay
DD013633,FL047078,10,8,14,8,0,40,NAS Delay
DD013634,FL047082,0,52,2,7,0,61,Weather Delay
DD013635,FL047083,0,0,0,5,15,20,Late Aircraft Delay
DD013636,FL047085,3,29,72,1,7,112,NAS Delay
DD013637,FL047086,20,1,0,0,3,24,Carrier Delay
DD013638,FL047089,9,0,14,14,1,38,NAS Delay
DD013639,FL047092,0,20,2,0,1,23,Weather Delay
DD013640,FL047093,6,2,2,3,121,134,Late Aircraft Delay
DD013641,FL047098,6,76,6,6,7,101,Weather Delay
DD013642,FL047099,0,5,374,1,0,380,NAS Delay
DD013643,FL047102,1,1,2,0,31,35,Late Aircraft Delay
DD013644,FL047107,0,57,0,0,4,61,Weather Delay
DD013645,FL047108,3,15,13,62,7,100,Security Delay
DD013646,FL047119,0,5,0,0,43,48,Late Aircraft Delay
DD013647,FL047132,25,24,13,18,23,103,Carrier Delay
DD013648,FL047135,1,0,8,1,22,32,Late Aircraft Delay
DD013649,FL047141,0,0,91,0,9,100,NAS Delay
DD013650,FL047143,16,0,3,2,24,45,Late Aircraft Delay
DD013651,FL047149,2,0,7,4,6,19,NAS Delay
DD013652,FL047150,15,0,0,2,3,20,Carrier Delay
DD013653,FL047151,2,11,2,2,0,17,Weather Delay
DD013654,FL047154,1,16,41,5,42,105,Late Aircraft Delay
DD013655,FL047155,0,5,0,30,1,36,Security Delay
DD013656,FL047158,55,28,2,13,4,102,Carrier Delay
DD013657,FL047162,0,13,0,2,35,50,Late Aircraft Delay
DD013658,FL047164,16,7,2,1,1,27,Carrier Delay
DD013659,FL047170,2,81,4,9,12,108,Weather Delay
DD013660,FL047171,4,3,15,0,1,23,NAS Delay
DD013661,FL047172,0,0,0,22,19,41,Security Delay
DD013662,FL047176,6,22,6,42,12,88,Security Delay
DD013663,FL047177,0,12,0,0,4,16,Weather Delay
DD013664,FL047178,14,32,44,30,38,158,NAS Delay
DD013665,FL047181,0,3,3,0,12,18,Late Aircraft Delay
DD013666,FL047183,7,77,8,10,8,110,Weather Delay
DD013667,FL047187,1,38,4,3,21,67,Weather Delay
DD013668,FL047188,7,0,0,32,0,39,Security Delay
DD013669,FL047190,43,2,1,106,0,152,Security Delay
DD013670,FL047195,0,4,4,0,17,25,Late Aircraft Delay
DD013671,FL047200,0,1,9,13,0,23,Security Delay
DD013672,FL047201,5,45,19,3,9,81,Weather Delay
DD013673,FL047202,0,3,8,8,0,19,NAS Delay
DD013674,FL047203,0,1,0,10,36,47,Late Aircraft Delay
DD013675,FL047204,16,6,44,0,17,83,NAS Delay
DD013676,FL047210,1,13,0,8,3,25,Weather Delay
DD013677,FL047211,21,7,8,8,3,47,Carrier Delay
DD013678,FL047214,31,2,0,5,0,38,Carrier Delay
DD013679,FL047222,5,4,0,2,38,49,Late Aircraft Delay
DD013680,FL047223,0,2,4,1,9,16,Late Aircraft Delay
DD013681,FL047224,21,0,4,0,1,26,Carrier Delay
DD013682,FL047226,6,28,3,86,0,123,Security Delay
DD013683,FL047235,5,1,10,0,2,18,NAS Delay
DD013684,FL047238,1,2,6,3,17,29,Late Aircraft Delay
DD013685,FL047240,0,14,1,1,0,16,Weather Delay
DD013686,FL047242,12,7,0,14,3,36,Security Delay
DD013687,FL047246,0,91,75,0,0,166,Weather Delay
DD013688,FL047253,11,17,9,5,16,58,Weather Delay
DD013689,FL047254,1,11,10,0,0,22,Weather Delay
DD013690,FL047256,0,3,0,24,0,27,Security Delay
DD013691,FL047262,8,0,0,32,0,40,Security Delay
DD013692,FL047277,0,2,9,0,8,19,NAS Delay
DD013693,FL047278,13,0,0,1,8,22,Carrier Delay
DD013694,FL047282,2,11,11,5,70,99,Late Aircraft Delay
DD013695,FL047283,1,11,1,4,11,28,Weather Delay
DD013696,FL047286,1,0,5,5,10,21,Late Aircraft Delay
DD013697,FL047293,0,1,1,58,10,70,Security Delay
DD013698,FL047294,104,125,5,59,3,296,Weather Delay
DD013699,FL047297,26,0,1,2,5,34,Carrier Delay
DD013700,FL047298,3,6,0,9,0,18,Security Delay
DD013701,FL047299,0,7,4,24,16,51,Security Delay
DD013702,FL047304,7,6,4,12,6,35,Security Delay
DD013703,FL047305,15,12,1,8,0,36,Carrier Delay
DD013704,FL047309,46,17,4,0,0,67,Carrier Delay
DD013705,FL047311,29,15,3,64,8,119,Security Delay
DD013706,FL047330,31,12,4,14,167,228,Late Aircraft Delay
DD013707,FL047336,1,2,11,5,5,24,NAS Delay
DD013708,FL047337,50,0,31,21,8,110,Carrier Delay
DD013709,FL047338,1,12,14,2,5,34,NAS Delay
DD013710,FL047339,8,0,63,95,11,177,Security Delay
DD013711,FL047343,3,3,0,51,3,60,Security Delay
DD013712,FL047344,1,0,0,0,17,18,Late Aircraft Delay
DD013713,FL047351,9,0,0,3,6,18,Carrier Delay
DD013714,FL047359,13,5,0,0,2,20,Carrier Delay
DD013715,FL047362,15,0,1,7,4,27,Carrier Delay
DD013716,FL047372,2,0,0,19,3,24,Security Delay
DD013717,FL047380,3,13,0,1,1,18,Weather Delay
DD013718,FL047381,4,0,8,2,8,22,Late Aircraft Delay
DD013719,FL047387,1,6,44,6,0,57,NAS Delay
DD013720,FL047389,0,0,1,15,1,17,Security Delay
DD013721,FL047391,12,2,4,2,2,22,Carrier Delay
DD013722,FL047399,0,44,3,0,41,88,Weather Delay
DD013723,FL047402,5,124,3,3,15,150,Weather Delay
DD013724,FL047406,1,0,2,22,0,25,Security Delay
DD013725,FL047409,1,40,1,9,0,51,Weather Delay
DD013726,FL047410,0,11,4,3,1,19,Weather Delay
DD013727,FL047412,13,8,3,1,0,25,Carrier Delay
DD013728,FL047415,0,0,1,2,21,24,Late Aircraft Delay
DD013729,FL047420,2,1,21,16,3,43,NAS Delay
DD013730,FL047423,0,0,0,12,3,15,Security Delay
DD013731,FL047425,4,0,0,13,0,17,Security Delay
DD013732,FL047429,0,5,16,2,0,23,NAS Delay
DD013733,FL047438,1,0,17,4,6,28,NAS Delay
DD013734,FL047440,0,9,0,15,1,25,Security Delay
DD013735,FL047444,0,0,2,15,0,17,Security Delay
DD013736,FL047445,5,0,13,0,44,62,Late Aircraft Delay
DD013737,FL047452,4,6,25,0,20,55,NAS Delay
DD013738,FL047457,4,16,1,8,11,40,Weather Delay
DD013739,FL047461,2,57,0,12,14,85,Weather Delay
DD013740,FL047463,0,22,12,6,13,53,Weather Delay
DD013741,FL047466,5,4,0,1,10,20,Late Aircraft Delay
